Plik,Kolory,Rezystancja
resistor (4397).jpg,WHITE-ORANGE-RED-ORANGE-BLACK,9300
resistor (4398).jpg,ORANGE-RED-ORANGE-BLACK,32000
resistor (4399).jpg,BROWN-RED,BRAK
resistor (44).jpg,BROWN-ORANGE-BROWN-ORANGE-RED,130
resistor (440).jpg,RED,BRAK
resistor (4400).jpg,ORANGE-RED-ORANGE-BLACK-BROWN,32000
resistor (4401).jpg,ORANGE-BROWN-ORANGE-BLACK-ORANGE,31000
resistor (4402).jpg,ORANGE-BLACK-ORANGE-BLACK-ORANGE,30000
resistor (4403).jpg,ORANGE-RED-ORANGE-BLACK-ORANGE,32000
resistor (4404).jpg,BLACK-ORANGE-BROWN-ORANGE-BROWN,30
resistor (4405).jpg,ORANGE-BLACK-ORANGE-RED-ORANGE,30000
resistor (4406).jpg,WHITE-ORANGE-RED-ORANGE-BLACK,9300
resistor (4407).jpg,WHITE-ORANGE-RED-ORANGE-BLACK,9300
resistor (4408).jpg,ORANGE-ORANGE-BLACK-ORANGE-BLACK,33
resistor (4409).jpg,WHITE-ORANGE-RED-ORANGE-BLACK,9300
resistor (441).jpg,BLACK-RED,BRAK
resistor (4410).jpg,WHITE-WHITE-ORANGE-RED-ORANGE,99000
resistor (4411).jpg,BROWN-ORANGE-RED,1300
resistor (4412).jpg,ORANGE-BLACK-ORANGE-BLACK-BROWN,30000
resistor (4413).jpg,BLACK-BLUE-GRAY-GREEN-BLUE,600000000
resistor (4414).jpg,WHITE-ORANGE-RED-ORANGE-BLACK,9300
resistor (4415).jpg,WHITE-ORANGE-RED-ORANGE-BLACK,9300
resistor (4416).jpg,RED-BROWN-ORANGE,21000
resistor (4417).jpg,ORANGE-RED-ORANGE-BLACK,32000
resistor (4418).jpg,ORANGE-BLACK-ORANGE-BLACK-ORANGE,30000
resistor (4419).jpg,ORANGE-BROWN-RED-RED,3100
resistor (442).jpg,RED-ORANGE-BLACK,23
resistor (4420).jpg,BROWN-RED-ORANGE,12000
resistor (4421).jpg,ORANGE-RED-ORANGE-BLACK-RED,32000
resistor (4422).jpg,BLACK-ORANGE-BLACK-ORANGE-BLACK,3
resistor (4423).jpg,WHITE-WHITE-WHITE-WHITE-ORANGE,99000000000
resistor (4424).jpg,RED-BLACK-BROWN-ORANGE-BROWN,200
resistor (4425).jpg,WHITE-BLACK-BROWN-ORANGE-RED,900
resistor (4426).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4427).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4428).jpg,BLACK-BROWN-ORANGE-RED-BROWN,1000
resistor (4429).jpg,BLACK-BROWN-ORANGE-RED-BROWN,1000
resistor (443).jpg,BLACK-RED,BRAK
resistor (4430).jpg,BLACK-ORANGE-BLACK-ORANGE,3
resistor (4431).jpg,BROWN-ORANGE-BLACK-ORANGE,13
resistor (4432).jpg,ORANGE-RED-ORANGE-BLACK,32000
resistor (4433).jpg,BLACK-BROWN-ORANGE-RED-BROWN,1000
resistor (4434).jpg,BLACK-ORANGE-RED-BROWN-ORANGE,300
resistor (4435).jpg,RED,BRAK
resistor (4436).jpg,BROWN-ORANGE-RED-BROWN-BROWN,1300
resistor (4437).jpg,WHITE-BLACK-ORANGE-RED-BROWN,90000
resistor (4438).jpg,BROWN-ORANGE-BLACK-BROWN-ORANGE,13
resistor (4439).jpg,BLACK-ORANGE-RED-ORANGE,300
resistor (444).jpg,BLACK-RED,BRAK
resistor (4440).jpg,BLACK-BROWN-ORANGE-RED-BROWN,1000
resistor (4441).jpg,BLACK-ORANGE-RED-ORANGE,300
resistor (4442).jpg,ORANGE-BROWN-ORANGE-BROWN-ORANGE,31000
resistor (4443).jpg,WHITE-BLACK-BROWN-ORANGE-RED,900
resistor (4444).jpg,BLACK-ORANGE-RED-ORANGE,300
resistor (4445).jpg,RED,BRAK
resistor (4446).jpg,ORANGE-RED-ORANGE,32000
resistor (4447).jpg,BLACK-BROWN-ORANGE-BROWN-ORANGE,1000
resistor (4448).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4449).jpg,BLACK-BROWN-ORANGE-RED-BROWN,1000
resistor (445).jpg,RED-BLACK,BRAK
resistor (4450).jpg,BLACK-ORANGE-RED-ORANGE,300
resistor (4451).jpg,ORANGE-BROWN-ORANGE-BROWN-ORANGE,31000
resistor (4452).jpg,BROWN-BROWN-ORANGE-RED-BROWN,11000
resistor (4453).jpg,WHITE-BLACK-BROWN-ORANGE-RED,900
resistor (4454).jpg,BLACK-ORANGE-RED-BROWN-ORANGE,300
resistor (4455).jpg,WHITE-BLACK-BROWN-ORANGE-RED,900
resistor (4456).jpg,WHITE-BLACK-ORANGE-RED-ORANGE,90000
resistor (4457).jpg,BLACK-ORANGE-RED-BROWN-ORANGE,300
resistor (4458).jpg,BROWN-ORANGE-BLACK-BROWN-ORANGE,13
resistor (4459).jpg,BLACK-ORANGE-RED-ORANGE-BLACK,300
resistor (446).jpg,RED-ORANGE-ORANGE,23000
resistor (4460).jpg,BLACK-ORANGE-RED-BROWN-ORANGE,300
resistor (4461).jpg,ORANGE-RED-ORANGE-BLACK,32000
resistor (4462).jpg,BROWN-ORANGE-BROWN-ORANGE-ORANGE,130
resistor (4463).jpg,BLACK-BROWN-ORANGE-RED-BROWN,1000
resistor (4464).jpg,BLACK-BROWN-ORANGE-RED-BROWN,1000
resistor (4465).jpg,BLACK-BLACK-BROWN-GRAY-BLACK,BRAK
resistor (4466).jpg,BLACK-BROWN-ORANGE-RED-BROWN,1000
resistor (4467).jpg,BLACK-BROWN-ORANGE-RED-BROWN,1000
resistor (4468).jpg,BLACK-ORANGE-RED-BROWN-ORANGE,300
resistor (4469).jpg,ORANGE-RED-BROWN-ORANGE,320
resistor (447).jpg,RED-BLACK,BRAK
resistor (4470).jpg,BLACK-BROWN-ORANGE-BLACK-BROWN,1000
resistor (4471).jpg,WHITE-BROWN-ORANGE-RED-ORANGE,91000
resistor (4472).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4473).jpg,RED-ORANGE-BLACK-BROWN-ORANGE,23
resistor (4474).jpg,ORANGE-BLACK-ORANGE-BLACK-ORANGE,30000
resistor (4475).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4476).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4477).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4478).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4479).jpg,RED-ORANGE-BLACK-BROWN-ORANGE,23
resistor (448).jpg,BLACK-RED,BRAK
resistor (4480).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4481).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4482).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4483).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4484).jpg,BROWN-ORANGE-RED-ORANGE-BLACK,1300
resistor (4485).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4486).jpg,ORANGE-RED-ORANGE-BLACK-ORANGE,32000
resistor (4487).jpg,ORANGE-RED-ORANGE-BLACK-ORANGE,32000
resistor (4488).jpg,RED-BROWN-ORANGE-RED-BROWN,21000
resistor (4489).jpg,BLACK-ORANGE-BLACK-ORANGE-BLACK,3
resistor (449).jpg,RED-BLACK-GRAY,2000000000
resistor (4490).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4491).jpg,ORANGE-RED-ORANGE-BLACK-ORANGE,32000
resistor (4492).jpg,BROWN-RED-BROWN-ORANGE-BLACK,120
resistor (4493).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4494).jpg,BROWN-ORANGE-RED-ORANGE-BLACK,1300
resistor (4495).jpg,BROWN-ORANGE-RED-ORANGE-BLACK,1300
resistor (4496).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4497).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4498).jpg,BLACK-ORANGE-BLACK-BROWN-ORANGE,3
resistor (4499).jpg,ORANGE-RED-ORANGE-BLACK-ORANGE,32000
resistor (45).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (450).jpg,WHITE-WHITE-RED-BLACK,9900
resistor (4500).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4501).jpg,RED-RED,BRAK
resistor (4502).jpg,RED-ORANGE-BROWN-RED,230
resistor (4503).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4504).jpg,ORANGE-BLACK-ORANGE-BLACK-ORANGE,30000
resistor (4505).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4506).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4507).jpg,ORANGE-RED-ORANGE-BLACK-ORANGE,32000
resistor (4508).jpg,GRAY-GRAY-RED-BROWN-ORANGE,8800
resistor (4509).jpg,ORANGE-RED-ORANGE-BLACK-ORANGE,32000
resistor (451).jpg,RED-BLACK,BRAK
resistor (4510).jpg,BROWN-ORANGE-BLACK-BROWN-ORANGE,13
resistor (4511).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4512).jpg,RED-ORANGE-BLACK-BROWN-ORANGE,23
resistor (4513).jpg,RED-ORANGE-BROWN-ORANGE-RED,230
resistor (4514).jpg,ORANGE-RED-ORANGE-BLACK-ORANGE,32000
resistor (4515).jpg,BROWN-ORANGE-RED-ORANGE-BLACK,1300
resistor (4516).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4517).jpg,ORANGE-BLACK-ORANGE-BLACK-ORANGE,30000
resistor (4518).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4519).jpg,BROWN-ORANGE-RED-RED,1300
resistor (452).jpg,BROWN-GRAY-BROWN-ORANGE-RED,180
resistor (4520).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4521).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4522).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4523).jpg,RED-ORANGE-BLACK-GRAY-ORANGE,23
resistor (4524).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4525).jpg,RED-BLACK-ORANGE-BLACK-ORANGE,20000
resistor (4526).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4527).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4528).jpg,RED-GRAY-ORANGE-RED,28000
resistor (4529).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (453).jpg,RED,BRAK
resistor (4530).jpg,RED-BROWN-ORANGE-BROWN-RED,21000
resistor (4531).jpg,ORANGE-RED-ORANGE-BLACK-ORANGE,32000
resistor (4532).jpg,ORANGE-BROWN-RED-RED,3100
resistor (4533).jpg,RED-ORANGE-BLACK-ORANGE-ORANGE,23
resistor (4534).jpg,ORANGE-BLACK-ORANGE-BLACK-ORANGE,30000
resistor (4535).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4536).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4537).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4538).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4539).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (454).jpg,RED-BLACK,BRAK
resistor (4540).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4541).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4542).jpg,ORANGE-ORANGE-BLACK-BROWN-ORANGE,33
resistor (4543).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4544).jpg,ORANGE-ORANGE-BLACK-ORANGE-RED,33
resistor (4545).jpg,RED-ORANGE-BLACK-BROWN-ORANGE,23
resistor (4546).jpg,WHITE-ORANGE-RED-ORANGE-BLACK,9300
resistor (4547).jpg,ORANGE-BROWN-RED-RED,3100
resistor (4548).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4549).jpg,ORANGE-ORANGE-BLACK-ORANGE-BLACK,33
resistor (455).jpg,RED,BRAK
resistor (4550).jpg,BROWN-RED-ORANGE-RED,12000
resistor (4551).jpg,ORANGE-RED-ORANGE-BLACK-ORANGE,32000
resistor (4552).jpg,ORANGE-BLACK-BROWN-ORANGE-ORANGE,300
resistor (4553).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4554).jpg,ORANGE-ORANGE-BLACK-ORANGE-RED,33
resistor (4555).jpg,ORANGE-RED-ORANGE-BLACK-ORANGE,32000
resistor (4556).jpg,ORANGE-ORANGE-BLACK-ORANGE-RED,33
resistor (4557).jpg,GRAY-ORANGE-BLACK-BROWN-ORANGE,83
resistor (4558).jpg,ORANGE-RED-ORANGE-BLACK-ORANGE,32000
resistor (4559).jpg,RED-BROWN-ORANGE-BLACK-ORANGE,21000
resistor (456).jpg,RED,BRAK
resistor (4560).jpg,ORANGE-RED-ORANGE-BLACK-ORANGE,32000
resistor (4561).jpg,BLACK-RED-ORANGE-BLACK-ORANGE,2000
resistor (4562).jpg,RED-ORANGE-BLACK-BROWN-ORANGE,23
resistor (4563).jpg,ORANGE-RED-BROWN-ORANGE-BLACK,320
resistor (4564).jpg,ORANGE-RED-ORANGE-BLACK-ORANGE,32000
resistor (4565).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (4566).jpg,BROWN-ORANGE-BLACK-BROWN-ORANGE,13
resistor (4567).jpg,ORANGE-ORANGE-RED-BROWN-GRAY,3300
resistor (4568).jpg,BROWN-RED-BROWN-ORANGE-BROWN,120
resistor (4569).jpg,ORANGE-ORANGE-ORANGE,33000
resistor (457).jpg,RED,BRAK
resistor (4570).jpg,BROWN-RED-RED-BROWN-ORANGE,1200
resistor (4571).jpg,ORANGE-BROWN-ORANGE,31000
resistor (4572).jpg,BROWN-RED-RED-BROWN-BROWN,1200
resistor (4573).jpg,BROWN-RED-ORANGE-BROWN-BLACK,12000
resistor (4574).jpg,BLACK-GRAY-BROWN-RED-BLACK,80
resistor (4575).jpg,BLACK-BROWN-ORANGE-BROWN-ORANGE,1000
resistor (4576).jpg,BROWN-BROWN-RED-BROWN-BROWN,1100
resistor (4577).jpg,ORANGE-ORANGE-ORANGE-BROWN-RED,33000
resistor (4578).jpg,RED-ORANGE-BROWN-RED-WHITE,230
resistor (4579).jpg,BLACK-ORANGE-ORANGE-ORANGE,3000
resistor (458).jpg,RED,BRAK
resistor (4580).jpg,BROWN-RED-BROWN-ORANGE-BROWN,120
resistor (4581).jpg,RED-RED-BROWN-ORANGE-ORANGE,220
resistor (4582).jpg,BROWN-BROWN-RED-BROWN-BROWN,1100
resistor (4583).jpg,BLACK-GRAY-ORANGE-ORANGE-RED,8000
resistor (4584).jpg,BROWN-RED-BROWN-BROWN-ORANGE,120
resistor (4585).jpg,ORANGE-BROWN-ORANGE-ORANGE-BROWN,31000
resistor (4586).jpg,BLACK-RED-BLACK-BROWN-ORANGE,2
resistor (4587).jpg,BROWN-BROWN-RED-BROWN-ORANGE,1100
resistor (4588).jpg,BROWN-RED-BROWN-ORANGE-BLACK,120
resistor (4589).jpg,BROWN-RED-BROWN-BROWN-BROWN,120
resistor (459).jpg,WHITE-RED-BLACK,92
resistor (4590).jpg,BROWN-BROWN-RED-BROWN-BROWN,1100
resistor (4591).jpg,RED-BROWN-ORANGE-BROWN,21000
resistor (4592).jpg,GRAY-RED-ORANGE-BROWN-BROWN,82000
resistor (4593).jpg,GRAY-RED-GRAY-BROWN-ORANGE,8200000000
resistor (4594).jpg,ORANGE-BROWN-BROWN-RED-GRAY,310
resistor (4595).jpg,BROWN-BROWN-RED-BROWN-BROWN,1100
resistor (4596).jpg,ORANGE-ORANGE-BROWN-GRAY,330
resistor (4597).jpg,BROWN-BROWN-RED-BROWN-BROWN,1100
resistor (4598).jpg,BLACK-RED-ORANGE-BROWN-BROWN,2000
resistor (4599).jpg,BROWN-RED-RED-ORANGE-RED,1200
resistor (46).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (460).jpg,RED-ORANGE,BRAK
resistor (4600).jpg,BLACK-BROWN-RED-RED,100
resistor (4601).jpg,ORANGE-ORANGE,BRAK
resistor (4602).jpg,BROWN-BROWN-RED-ORANGE-BROWN,1100
resistor (4603).jpg,BROWN-BROWN-RED-BROWN-BROWN,1100
resistor (4604).jpg,ORANGE-BROWN-BROWN-BROWN-ORANGE,310
resistor (4605).jpg,RED-BROWN-ORANGE,21000
resistor (4606).jpg,BROWN-ORANGE-BLACK-RED-BROWN,13
resistor (4607).jpg,ORANGE-BROWN-GRAY-RED-BROWN,3100000000
resistor (4608).jpg,ORANGE-BROWN-RED-BROWN-GRAY,3100
resistor (4609).jpg,BLACK-ORANGE-ORANGE,3000
resistor (461).jpg,RED-RED,BRAK
resistor (4610).jpg,RED-BROWN-BROWN-ORANGE-RED,210
resistor (4611).jpg,BROWN-ORANGE-BROWN-BLACK-RED,130
resistor (4612).jpg,BROWN-BROWN-RED-BROWN-ORANGE,1100
resistor (4613).jpg,ORANGE-BROWN-BLACK-ORANGE-BLACK,31
resistor (4614).jpg,ORANGE-ORANGE,BRAK
resistor (4615).jpg,WHITE-WHITE-WHITE-BROWN-ORANGE,99000000000
resistor (4616).jpg,BLACK-ORANGE-BROWN-RED-BROWN,30
resistor (4617).jpg,WHITE-WHITE-WHITE-BROWN-BROWN,99000000000
resistor (4618).jpg,RED-RED,BRAK
resistor (4619).jpg,BROWN-BLACK-ORANGE-RED-BROWN,10000
resistor (462).jpg,RED-BLACK,BRAK
resistor (4620).jpg,RED-RED,BRAK
resistor (4621).jpg,WHITE-WHITE-WHITE-BROWN-WHITE,99000000000
resistor (4622).jpg,WHITE-WHITE-WHITE-ORANGE-BROWN,99000000000
resistor (4623).jpg,WHITE-WHITE-WHITE-BROWN-ORANGE,99000000000
resistor (4624).jpg,BLACK-RED-RED,200
resistor (4625).jpg,BROWN-ORANGE-RED-BROWN-BLACK,1300
resistor (4626).jpg,WHITE-WHITE-BROWN-ORANGE-RED,990
resistor (4627).jpg,WHITE-WHITE-WHITE-WHITE-WHITE,99000000000
resistor (4628).jpg,BROWN-BROWN-ORANGE-RED-BLACK,11000
resistor (4629).jpg,WHITE-WHITE-WHITE-WHITE-BROWN,99000000000
resistor (463).jpg,RED-BLACK-WHITE,20000000000
resistor (4630).jpg,BROWN-BROWN-ORANGE-RED-BLACK,11000
resistor (4631).jpg,WHITE-BROWN-BROWN-ORANGE-RED,910
resistor (4632).jpg,WHITE-WHITE-WHITE-WHITE-BROWN,99000000000
resistor (4633).jpg,BLACK-BLACK-BROWN-ORANGE-RED,BRAK
resistor (4634).jpg,WHITE-WHITE-WHITE-WHITE-BROWN,99000000000
resistor (4635).jpg,WHITE-BROWN-BROWN-ORANGE-RED,910
resistor (4636).jpg,ORANGE-RED-VIOLET-GRAY-RED,320000000
resistor (4637).jpg,WHITE-WHITE-WHITE-WHITE-BROWN,99000000000
resistor (4638).jpg,BROWN-ORANGE-RED-ORANGE-RED,1300
resistor (4639).jpg,RED-RED,BRAK
resistor (464).jpg,RED-BLACK,BRAK
resistor (4640).jpg,WHITE-WHITE-WHITE-WHITE-BROWN,99000000000
resistor (4641).jpg,WHITE-WHITE-WHITE-BROWN-BROWN,99000000000
resistor (4642).jpg,RED-GRAY-BROWN-ORANGE-RED,280
resistor (4643).jpg,ORANGE-BROWN-ORANGE-RED-VIOLET,31000
resistor (4644).jpg,WHITE-WHITE-WHITE-WHITE-ORANGE,99000000000
resistor (4645).jpg,ORANGE-RED-BROWN-ORANGE-BLACK,320
resistor (4646).jpg,ORANGE-RED-VIOLET-RED,320000000
resistor (4647).jpg,WHITE-WHITE-WHITE-BROWN-BROWN,99000000000
resistor (4648).jpg,BLACK-RED-RED,200
resistor (4649).jpg,BLACK-RED-ORANGE-RED-ORANGE,2000
resistor (465).jpg,ORANGE-RED-BROWN-ORANGE,320
resistor (4650).jpg,WHITE-WHITE-WHITE-WHITE-WHITE,99000000000
resistor (4651).jpg,BROWN-BROWN-ORANGE-RED-BROWN,11000
resistor (4652).jpg,BROWN-BROWN-ORANGE-RED-BROWN,11000
resistor (4653).jpg,WHITE-WHITE-WHITE-WHITE-WHITE,99000000000
resistor (4654).jpg,WHITE-BLACK-WHITE-WHITE-WHITE,90000000000
resistor (4655).jpg,BROWN-ORANGE-RED-BROWN-BLACK,1300
resistor (4656).jpg,WHITE-WHITE-WHITE-WHITE-WHITE,99000000000
resistor (4657).jpg,RED-RED,BRAK
resistor (4658).jpg,WHITE-WHITE-WHITE-WHITE-WHITE,99000000000
resistor (4659).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (466).jpg,ORANGE-RED-RED,3200
resistor (4660).jpg,WHITE-WHITE-WHITE-WHITE-WHITE,99000000000
resistor (4661).jpg,WHITE-BROWN-ORANGE-WHITE-RED,91000
resistor (4662).jpg,BLACK-RED-RED,200
resistor (4663).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (4664).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (4665).jpg,BROWN-RED-RED,1200
resistor (4666).jpg,RED-BROWN-ORANGE,21000
resistor (4667).jpg,BROWN-ORANGE-ORANGE-ORANGE-RED,13000
resistor (4668).jpg,BLACK-BLACK-RED-ORANGE-BROWN,BRAK
resistor (4669).jpg,BROWN-ORANGE-BROWN-ORANGE-BROWN,130
resistor (467).jpg,RED,BRAK
resistor (4670).jpg,RED-RED,BRAK
resistor (4671).jpg,BLACK-RED-RED-BROWN-BROWN,200
resistor (4672).jpg,BROWN-ORANGE-BROWN-ORANGE-RED,130
resistor (4673).jpg,RED,BRAK
resistor (4674).jpg,RED,BRAK
resistor (4675).jpg,BROWN-ORANGE-RED-RED,1300
resistor (4676).jpg,BROWN-ORANGE-BROWN-BROWN-ORANGE,130
resistor (4677).jpg,ORANGE-BROWN-RED-ORANGE-BROWN,3100
resistor (4678).jpg,GRAY-BLACK-GRAY-GRAY-RED,8000000000
resistor (4679).jpg,BROWN-ORANGE-RED-RED,1300
resistor (468).jpg,WHITE-RED-RED-BLACK,9200
resistor (4680).jpg,RED-RED,BRAK
resistor (4681).jpg,BROWN-RED-RED-WHITE-WHITE,1200
resistor (4682).jpg,BLACK-RED-BROWN-ORANGE,20
resistor (4683).jpg,ORANGE-BLACK,BRAK
resistor (4684).jpg,WHITE-BLACK-BROWN-ORANGE,900
resistor (4685).jpg,,BRAK
resistor (4686).jpg,BROWN-ORANGE-RED-RED-WHITE,1300
resistor (4687).jpg,RED,BRAK
resistor (4688).jpg,BROWN-ORANGE-RED-RED,1300
resistor (4689).jpg,BROWN-ORANGE-RED-RED-GRAY,1300
resistor (469).jpg,RED-RED,BRAK
resistor (4690).jpg,ORANGE-BROWN-RED-BROWN-ORANGE,3100
resistor (4691).jpg,RED-BROWN-ORANGE-BLACK-BROWN,21000
resistor (4692).jpg,BROWN-ORANGE-RED-RED-WHITE,1300
resistor (4693).jpg,RED-BROWN-ORANGE,21000
resistor (4694).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4695).jpg,,BRAK
resistor (4696).jpg,BLACK-RED-BROWN-ORANGE-BLACK,20
resistor (4697).jpg,BROWN-ORANGE-BROWN-ORANGE-BROWN,130
resistor (4698).jpg,BROWN-ORANGE-RED-RED-WHITE,1300
resistor (4699).jpg,BROWN-ORANGE-RED-RED,1300
resistor (47).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (470).jpg,RED,BRAK
resistor (4700).jpg,RED-BROWN-ORANGE-ORANGE-BROWN,21000
resistor (4701).jpg,BROWN-ORANGE-BROWN-ORANGE-RED,130
resistor (4702).jpg,BROWN-ORANGE-RED-RED,1300
resistor (4703).jpg,BLACK-BROWN-ORANGE,1000
resistor (4704).jpg,BROWN-ORANGE-BROWN-BROWN-ORANGE,130
resistor (4705).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4706).jpg,BROWN-ORANGE-RED-RED,1300
resistor (4707).jpg,BROWN-ORANGE-RED-RED,1300
resistor (4708).jpg,RED-RED,BRAK
resistor (4709).jpg,,BRAK
resistor (471).jpg,ORANGE-BROWN-RED,3100
resistor (4710).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4711).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4712).jpg,BLACK,BRAK
resistor (4713).jpg,BLACK-RED-RED-BROWN-BROWN,200
resistor (4714).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4715).jpg,BLACK-BLACK-BLACK-BLACK-GRAY,BRAK
resistor (4716).jpg,,BRAK
resistor (4717).jpg,ORANGE-RED-BROWN-ORANGE-RED,320
resistor (4718).jpg,RED-RED-BROWN,220
resistor (4719).jpg,GRAY-RED-RED-GRAY,8200
resistor (472).jpg,RED-WHITE-BLACK,29
resistor (4720).jpg,RED-BROWN-ORANGE-RED,21000
resistor (4721).jpg,RED-BROWN-ORANGE-RED-BROWN,21000
resistor (4722).jpg,RED-RED-ORANGE-BROWN,22000
resistor (4723).jpg,RED-RED-ORANGE-BROWN,22000
resistor (4724).jpg,RED-RED-BROWN,220
resistor (4725).jpg,ORANGE-ORANGE-RED-ORANGE-BROWN,3300
resistor (4726).jpg,RED-RED-BROWN-ORANGE,220
resistor (4727).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (4728).jpg,RED-BROWN-ORANGE-RED-BROWN,21000
resistor (4729).jpg,RED-RED-BROWN-ORANGE,220
resistor (473).jpg,RED-BLACK,BRAK
resistor (4730).jpg,RED-BROWN-ORANGE-RED-BROWN,21000
resistor (4731).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4732).jpg,RED-BROWN-ORANGE-RED-BROWN,21000
resistor (4733).jpg,ORANGE-ORANGE-WHITE-RED-BROWN,33000000000
resistor (4734).jpg,RED-BROWN-ORANGE-RED-BROWN,21000
resistor (4735).jpg,ORANGE-RED-ORANGE-BROWN-BLACK,32000
resistor (4736).jpg,RED-BROWN-ORANGE-RED-BROWN,21000
resistor (4737).jpg,ORANGE-ORANGE-RED-RED,3300
resistor (4738).jpg,RED-BROWN-ORANGE-RED-BROWN,21000
resistor (4739).jpg,BROWN-ORANGE-ORANGE-RED-RED,13000
resistor (474).jpg,RED-BLACK,BRAK
resistor (4740).jpg,RED-RED,BRAK
resistor (4741).jpg,RED-BROWN-ORANGE-VIOLET-RED,21000
resistor (4742).jpg,RED-BROWN-ORANGE-RED,21000
resistor (4743).jpg,BROWN-WHITE-BROWN-RED-ORANGE,190
resistor (4744).jpg,RED-BROWN-ORANGE-VIOLET-RED,21000
resistor (4745).jpg,BROWN-RED-BROWN-ORANGE-BROWN,120
resistor (4746).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4747).jpg,RED-BROWN-ORANGE-RED-BROWN,21000
resistor (4748).jpg,RED-RED-BROWN-ORANGE-BROWN,220
resistor (4749).jpg,ORANGE-BROWN-RED-ORANGE-BROWN,3100
resistor (475).jpg,WHITE-RED-BLACK,92
resistor (4750).jpg,RED-BROWN-ORANGE-RED-ORANGE,21000
resistor (4751).jpg,ORANGE-ORANGE-RED-ORANGE-BROWN,3300
resistor (4752).jpg,RED-BROWN-ORANGE-RED-BROWN,21000
resistor (4753).jpg,RED-BROWN-ORANGE-RED-BROWN,21000
resistor (4754).jpg,ORANGE-ORANGE-RED-BROWN-ORANGE,3300
resistor (4755).jpg,ORANGE-BROWN-RED-BROWN-ORANGE,3100
